importId;code;parent_code;name;accountType.importId;isRegulatoryAccount;commonPosition;reconcileOk;compatibleAccounts;useForPartnerBalance;isTaxAuthorizedOnMoveLine;isTaxRequiredOnMoveLine;defaultTaxSet;vatSystemSelect;isRetrievedOnPaymentSession;serviceType.code;manageCutOffPeriod;hasAutomaticApplicationAccountingDate;analyticDistributionAuthorized;analyticDistributionRequiredOnInvoiceLines;analyticDistributionRequiredOnMoveLines;analyticDistributionTemplate.importId;statusSelect;isCNCJ
A042;53;CL5;Caisse;AT001;true;0;;;;;;;;;;;;;;;;1;false
A043;54;CL5;Régies d'avance et accréditifs;AT001;true;0;;;;;;;;;;;;;;;;1;false
A044;58;CL5;Virements internes;AT001;true;0;;;;;;;;;;;;;;;;1;false
A045;59;CL5;Dépréciations des comptes financiers;AT001;true;0;;;;;;;;;;;;;;;;1;false
A046;60;CL6;Achats (sauf 603);AT001;true;0;;;;;;;;;;;;;;;;1;false
A047;61;CL6;Services extérieurs;AT001;true;0;;;;;;;;;;;;;;;;1;false
A048;62;CL6;Autres services extérieurs;AT001;true;0;;;;;;;;;;;;;;;;1;false
A049;63;CL6;Impôts, taxes et versements assimilés;AT001;true;0;;;;;;;;;;;;;;;;1;false
A050;64;CL6;Charges de personnel;AT001;true;0;;;;;;;;;;;;;;;;1;false
A051;65;CL6;Autres charges de gestion courante;AT001;true;0;;;;;;;;;;;;;;;;1;false
A052;66;CL6;Charges financières;AT001;true;0;;;;;;;;;;;;;;;;1;false
A053;67;CL6;Charges exceptionnelles;AT001;true;0;;;;;;;;;;;;;;;;1;false
A054;68;CL6;Dotations aux amortissements, aux dépréciations et aux provisions;AT001;true;0;;;;;;;;;;;;;;;;1;false
A055;69;CL6;Participation des salariés - Impôts sur les bénéfices et assimilés;AT001;true;0;;;;;;;;;;;;;;;;1;false
A056;70;CL7;Ventes de produits fabriqués, prestations de services, marchandises;AT001;true;0;;;;;;;;;;;;;;;;1;false
A057;71;CL7;Production stockée (ou déstockage);AT001;true;0;;;;;;;;;;;;;;;;1;false
A058;72;CL7;Production immobilisée;AT001;true;0;;;;;;;;;;;;;;;;1;false
A059;74;CL7;Subventions d'exploitation;AT001;true;0;;;;;;;;;;;;;;;;1;false
A060;75;CL7;Autres produits de gestion courante;AT001;true;0;;;;;;;;;;;;;;;;1;false
A061;76;CL7;Produits financiers;AT001;true;0;;;;;;;;;;;;;;;;1;false
A062;77;CL7;Produits exceptionnels;AT001;true;0;;;;;;;;;;;;;;;;1;false
A063;78;CL7;Reprises sur amortissements, dépréciations et provisions;AT001;true;0;;;;;;;;;;;;;;;;1;false
A064;79;CL7;Transferts de charges;AT001;true;0;;;;;;;;;;;;;;;;1;false
A065;80;CL8;Engagements;AT001;true;0;;;;;;;;;;;;;;;;1;false
A066;88;CL8;Résultats en instance d'affectation;AT001;true;0;;;;;;;;;;;;;;;;1;false
A067;89;CL8;Bilan;AT001;true;0;;;;;;;;;;;;;;;;1;false
A068;101;10;Capital;AT001;true;0;;;;;;;;;;;;;;;;1;false
A069;102;10;Fonds fiduciaires;AT001;true;0;;;;;;;;;;;;;;;;1;false
A070;104;10;Primes liées au capital social;AT001;true;0;;;;;;;;;;;;;;;;1;false
A071;105;10;Ecarts de réévaluation;AT001;true;0;;;;;;;;;;;;;;;;1;false
A072;106;10;Réserves;AT001;true;0;;;;;;;;;;;;;;;;1;false
A073;107;10;Ecart d'équivalence;AT001;true;0;;;;;;;;;;;;;;;;1;false
A074;108;10;Compte de l'exploitant;AT001;true;0;;;;;;;;;;;;;;;;1;false
A075;109;10;Actionnaires : capital souscrit - non appelé;AT001;true;0;;;;;;;;;;;;;;;;1;false
A076;110;11;Report à nouveau - solde débiteur;AT001;true;0;;;;;;;;;;;;;;;;1;false
A077;119;11;Report à nouveau - solde créditeur;AT001;true;0;;;;;;;;;;;;;;;;1;false
A078;120;12;Résultat de l'exercice - bénéfice;AT001;true;0;;;;;;;;;;;;;;;;1;false
A079;129;12;Résultat de l'exercice - perte;AT001;true;0;;;;;;;;;;;;;;;;1;false
A080;131;13;Subventions d'investissement octroyées;AT001;true;0;;;;;;;;;;;;;;;;1;false
A081;139;13;Subventions d'investissement inscrites au compte de résultat;AT001;true;0;;;;;;;;;;;;;;;;1;false
A082;143;14;Provisions réglementées pour hausse de prix;AT001;true;0;;;;;;;;;;;;;;;;1;false
A083;145;14;Amortissements dérogatoires;AT001;true;0;;;;;;;;;;;;;;;;1;false
A084;148;14;Autres provisions réglementées;AT001;true;0;;;;;;;;;;;;;;;;1;false
A085;151;15;Provisions pour risques;AT001;true;0;;;;;;;;;;;;;;;;1;false
A086;152;15;Provisions pour charges;AT001;true;0;;;;;;;;;;;;;;;;1;false
A087;161;16;Emprunts obligataires convertibles;AT001;true;0;;;;;;;;;;;;;;;;1;false
A088;162;16;Obligations réprésentatives de passifs nets remis en fiducie;AT001;true;0;;;;;;;;;;;;;;;;1;false
A089;163;16;Autres emprunts obligatires;AT001;true;0;;;;;;;;;;;;;;;;1;false
A090;164;16;Emprunts auprès des établissements de crédit;AT001;true;0;;;;;;;;;;;;;;;;1;false
A091;165;16;Dépôts et cautionnements reçus;AT001;true;0;;;;;;;;;;;;;;;;1;false
A092;166;16;Participation des salariés aux résultats;AT001;true;0;;;;;;;;;;;;;;;;1;false
A093;167;16;Emprunts et dettes assorties de conditions particulières;AT001;true;0;;;;;;;;;;;;;;;;1;false
A094;168;16;Autres emprunts et dettes assimilées;AT001;true;0;;;;;;;;;;;;;;;;1;false
A095;169;16;Prime de remboursement des emprunts;AT001;true;0;;;;;;;;;;;;;;;;1;false
A096;171;17;Dettes rattachées à des participations - groupe;AT001;true;0;;;;;;;;;;;;;;;;1;false
A097;174;17;Dettes rattachées à des participations - hors groupe;AT001;true;0;;;;;;;;;;;;;;;;1;false
A098;178;17;Dettes rattachées à des sociétés en participation;AT001;true;0;;;;;;;;;;;;;;;;1;false
A099;181;18;Comptes de liaison des établissement;AT001;true;0;;;;;;;;;;;;;;;;1;false
A100;186;18;Biens et prestations de services échangés entre établissements - charges;AT001;true;0;;;;;;;;;;;;;;;;1;false
A101;187;18;Biens et prestations de services échangés entre établissements - produits;AT001;true;0;;;;;;;;;;;;;;;;1;false
A102;188;18;Comptes de liaison des sociétés en participation;AT001;true;0;;;;;;;;;;;;;;;;1;false
A103;201;20;Frais d'établissement;AT001;true;0;;;;;;;;;;;;;;;;1;false
A104;203;20;Frais de développement;AT001;true;0;;;;;;;;;;;;;;;;1;false
A105;205;20;Concessions et droits similaires, brevets, licences, marques, procédés, solutions informatiques, droits et valeurs similaires;AT001;true;0;;;;;;;;;;;;;;;;1;false
A106;206;20;Droit au bail;AT001;true;0;;;;;;;;;;;;;;;;1;false
A107;207;20;Fonds commercial;AT001;true;0;;;;;;;;;;;;;;;;1;false
A108;208;20;Autres immobilisations incorporelles;AT001;true;0;;;;;;;;;;;;;;;;1;false
A109;211;21;Terrains;AT001;true;0;;;;;;;;;;;;;;;;1;false
A110;212;21;Agencements et aménagements de terrains (même ventilation que le compte 211);AT001;true;0;;;;;;;;;;;;;;;;1;false
A111;213;21;Constructions;AT001;true;0;;;;;;;;;;;;;;;;1;false
A112;214;21;Construction sur sol d'autrui (même ventilation que le compte 213);AT001;true;0;;;;;;;;;;;;;;;;1;false
A113;215;21;Installations techniques, matériels et outillages industriels;AT001;true;0;;;;;;;;;;;;;;;;1;false
A114;218;21;Autres immobilisations corporelles;AT001;true;0;;;;;;;;;;;;;;;;1;false
A115;229;22;Droit au concédant;AT001;true;0;;;;;;;;;;;;;;;;1;false
A116;231;23;Immobilisations coporelles en cours;AT001;true;0;;;;;;;;;;;;;;;;1;false
A117;232;23;Immobilisations incorporelles en cours;AT001;true;0;;;;;;;;;;;;;;;;1;false
A118;237;23;Avances et acomptes versés sur commandes d'immobilisations incorporelles;AT001;true;0;;;;;;;;;;;;;;;;1;false
A119;238;23;Avances et acomptes versés sur commandes d'immobilisations coporelles;AT001;true;0;;;;;;;;;;;;;;;;1;false
A120;261;26;Titres de participation;AT001;true;0;;;;;;;;;;;;;;;;1;false
A121;262;26;Titres évalués par équivalence;AT001;true;0;;;;;;;;;;;;;;;;1;false
A122;266;26;Autres formes de participation;AT001;true;0;;;;;;;;;;;;;;;;1;false
A123;267;26;Créances rattachées à des participations;AT001;true;0;;;;;;;;;;;;;;;;1;false
A124;268;26;Créances rattachées à des sociétés en participation;AT001;true;0;;;;;;;;;;;;;;;;1;false
A125;269;26;Versements restants à effectuer sur titres de participation non libérés;AT001;true;0;;;;;;;;;;;;;;;;1;false
A126;271;27;Titres immobilisés autres que les titres immobilisés de l'activité de portefeuille (droit de propriété);AT001;true;0;;;;;;;;;;;;;;;;1;false
A127;272;27;Titres immobilisés (droit de créance);AT001;true;0;;;;;;;;;;;;;;;;1;false
A128;273;27;Titres immobilisés de l'activité de portefeuille;AT001;true;0;;;;;;;;;;;;;;;;1;false
A129;274;27;Prêts;AT001;true;0;;;;;;;;;;;;;;;;1;false
A130;275;27;Dépôts et cautionnements versés;AT001;true;0;;;;;;;;;;;;;;;;1;false
A131;276;27;Autres créances immobilisées;AT001;true;0;;;;;;;;;;;;;;;;1;false
A132;277;27;Actions propres ou parts propres;AT001;true;0;;;;;;;;;;;;;;;;1;false
A133;278;27;Mali de fusion sur actifs financiers;AT001;true;0;;;;;;;;;;;;;;;;1;false
A134;279;27;Versements restants à effectuer sur titres immobilisés non libérés;AT001;true;0;;;;;;;;;;;;;;;;1;false
A135;280;28;Amortissements des immobilisations incoporelles et des frais d'établissement (même ventilation que celle du compte 20);AT001;true;0;;;;;;;;;;;;;;;;1;false
A136;281;28;Amortissements des immobilisations corporelles (même ventilation que celle du compte 21);AT001;true;0;;;;;;;;;;;;;;;;1;false
A137;282;28;Amortissements des immobilisations mises en concession;AT001;true;0;;;;;;;;;;;;;;;;1;false
A138;290;29;Dépréciations des immobilisations incorporelles;AT001;true;0;;;;;;;;;;;;;;;;1;false
A139;291;29;Dépréciations des immobilisations corporelles;AT001;true;0;;;;;;;;;;;;;;;;1;false
A140;292;29;Dépréciations des immobilisations mises en concessions;AT001;true;0;;;;;;;;;;;;;;;;1;false
A141;293;29;Dépréciations des immobilisations en cours;AT001;true;0;;;;;;;;;;;;;;;;1;false
A142;296;29;Dépréciations des participations et créances rattachées à des participations;AT001;true;0;;;;;;;;;;;;;;;;1;false
A143;297;29;Dépréciations des autres immobilisations financières;AT001;true;0;;;;;;;;;;;;;;;;1;false
A144;321;32;Matières consommables;AT001;true;0;;;;;;;;;;;;;;;;1;false
A145;322;32;Fournitures consommables;AT001;true;0;;;;;;;;;;;;;;;;1;false
A146;326;32;Emballages;AT001;true;0;;;;;;;;;;;;;;;;1;false
A147;331;33;Produits en cours;AT001;true;0;;;;;;;;;;;;;;;;1;false
A148;335;33;Travaux en cours;AT001;true;0;;;;;;;;;;;;;;;;1;false
A149;341;34;Etudes en cours;AT001;true;0;;;;;;;;;;;;;;;;1;false
A150;345;34;Prestations de services en cours;AT001;true;0;;;;;;;;;;;;;;;;1;false
A151;351;35;Produits intermédiaires;AT001;true;0;;;;;;;;;;;;;;;;1;false
A152;355;35;Produits finis;AT001;true;0;;;;;;;;;;;;;;;;1;false
A153;358;35;Produits résiduels ou matières de récupération;AT001;true;0;;;;;;;;;;;;;;;;1;false
A154;391;39;Dépréciations des matières premières et fournitures;AT001;true;0;;;;;;;;;;;;;;;;1;false
A155;392;39;Dépréciations des autres approvisionnements;AT001;true;0;;;;;;;;;;;;;;;;1;false
A156;393;39;Dépréciations des en-cours de production de biens;AT001;true;0;;;;;;;;;;;;;;;;1;false
A157;394;39;Dépréciations des en-cours de production de services;AT001;true;0;;;;;;;;;;;;;;;;1;false
A158;395;39;Dépréciations des stocks de produits;AT001;true;0;;;;;;;;;;;;;;;;1;false
A159;397;39;Dépréciations des stocks de marchandises;AT001;true;0;;;;;;;;;;;;;;;;1;false
A160;401;40;Fournisseurs;AT001;true;0;;;;;;;;;;;;;;;;1;false
A161;403;40;Fournisseurs - Effets à payer;AT001;true;0;;;;;;;;;;;;;;;;1;false
A162;404;40;Fournisseurs d'immobilisations;AT001;true;0;;;;;;;;;;;;;;;;1;false
A163;405;40;Fournisseurs d'immobilisations - Effets à payer;AT001;true;0;;;;;;;;;;;;;;;;1;false
A164;408;40;Fournisseurs - Factures non parvenues;AT001;true;0;;;;;;;;;;;;;;;;1;false
A165;409;40;Fournisseurs débiteurs;AT001;true;0;;;;;;;;;;;;;;;;1;false
A166;411;41;Clients;AT001;true;0;;;;;;;;;;;;;;;;1;false
A167;413;41;Clients - Effets à recevoir;AT001;true;0;;;;;;;;;;;;;;;;1;false
A168;416;41;Clients douteux ou litigieux;AT001;true;0;;;;;;;;;;;;;;;;1;false
A169;418;41;Clients - Produits non encore facturés;AT001;true;0;;;;;;;;;;;;;;;;1;false
A170;419;41;Clients créditeurs;AT001;true;0;;;;;;;;;;;;;;;;1;false
A171;421;42;Personnel - Rémunérations dues;AT001;true;0;;;;;;;;;;;;;;;;1;false
A172;422;42;Comité social et économique;AT001;true;0;;;;;;;;;;;;;;;;1;false
A173;424;42;Participation des salariés aux résultats;AT001;true;0;;;;;;;;;;;;;;;;1;false
A174;425;42;Personnel - Avances, acomptes et autres comptes débiteurs;AT001;true;0;;;;;;;;;;;;;;;;1;false
A175;426;42;Personnel - Dépôts;AT001;true;0;;;;;;;;;;;;;;;;1;false
A176;427;42;Personnel - Oppositions;AT001;true;0;;;;;;;;;;;;;;;;1;false
A177;428;42;Personnel - Charges à payer;AT001;true;0;;;;;;;;;;;;;;;;1;false
A178;431;43;Sécurité sociale;AT001;true;0;;;;;;;;;;;;;;;;1;false
A179;437;43;Autres organismes sociaux;AT001;true;0;;;;;;;;;;;;;;;;1;false
A180;438;43;Organismes sociaux - Charges à payer;AT001;true;0;;;;;;;;;;;;;;;;1;false
A181;439;43;Organismes sociaux - Produits à recevoir;AT001;true;0;;;;;;;;;;;;;;;;1;false
A182;441;44;Etat - Subventions et aides à recevoir;AT001;true;0;;;;;;;;;;;;;;;;1;false
A183;442;44;Contributions, impôts et taxes recouvrés pour le compte de l'Etat;AT001;true;0;;;;;;;;;;;;;;;;1;false
A184;444;44;Etat - Impôts sur les bénéfices;AT001;true;0;;;;;;;;;;;;;;;;1;false
A185;445;44;Etat - Taxes sur le chiffre d'affaires;AT001;true;0;;;;;;;;;;;;;;;;1;false
A186;446;44;Obligations cautionnées;AT001;true;0;;;;;;;;;;;;;;;;1;false
A187;447;44;Autres impôts, taxes et versements assimilés;AT001;true;0;;;;;;;;;;;;;;;;1;false
A188;448;44;Etat - Charges à payer et produits à recevoir;AT001;true;0;;;;;;;;;;;;;;;;1;false
A189;449;44;Quotas d'émission à acquérir;AT001;true;0;;;;;;;;;;;;;;;;1;false
A190;451;45;Groupe;AT001;true;0;;;;;;;;;;;;;;;;1;false
A191;455;45;Associés - Comptes courants;AT001;true;0;;;;;;;;;;;;;;;;1;false
A192;456;45;Associés - Opérations sur le capital;AT001;true;0;;;;;;;;;;;;;;;;1;false
A193;457;45;Associés - Dividendes à payer;AT001;true;0;;;;;;;;;;;;;;;;1;false
A194;458;45;Associés - Opérations faites en commun et en GIE;AT001;true;0;;;;;;;;;;;;;;;;1;false
A195;462;46;Créances sur cessions d'immobilisations;AT001;true;0;;;;;;;;;;;;;;;;1;false
A196;464;46;Dettes sur acquisitions de valeurs mobilières de placement;AT001;true;0;;;;;;;;;;;;;;;;1;false
A197;465;46;Créances sur cessions de valeurs mobilières de placement;AT001;true;0;;;;;;;;;;;;;;;;1;false
A198;467;46;Divers comptes débiteurs et produits à recevoir;AT001;true;0;;;;;;;;;;;;;;;;1;false
A199;468;46;Divers comptes créditeurs et charges à payer;AT001;true;0;;;;;;;;;;;;;;;;1;false
A200;471;47;Comptes d'attente;AT001;true;0;;;;;;;;;;;;;;;;1;false
A201;472;47;Comptes d'attente;AT001;true;0;;;;;;;;;;;;;;;;1;false
A202;473;47;Comptes d'attente;AT001;true;0;;;;;;;;;;;;;;;;1;false
A203;474;47;Différences d'évaluation - Actif;AT001;true;0;;;;;;;;;;;;;;;;1;false
A204;475;47;Différences d'évaluation - Passif;AT001;true;0;;;;;;;;;;;;;;;;1;false
A205;476;47;Différences de conversion - Actif;AT001;true;0;;;;;;;;;;;;;;;;1;false
A206;477;47;Différences de conversion - Passif;AT001;true;0;;;;;;;;;;;;;;;;1;false
A207;478;47;Autres comptes transitoires;AT001;true;0;;;;;;;;;;;;;;;;1;false
A208;481;48;Frais d'émission des emprunts;AT001;true;0;;;;;;;;;;;;;;;;1;false
A209;486;48;Charges constatées d'avance;AT001;true;0;;;;;;;;;;;;;;;;1;false
A210;487;48;Produits constatés d'avance;AT001;true;0;;;;;;;;;;;;;;;;1;false
A211;488;48;Comptes de répartition périodique des charges et des produits;AT001;true;0;;;;;;;;;;;;;;;;1;false
A212;491;49;Dépréciations des comptes de clients;AT001;true;0;;;;;;;;;;;;;;;;1;false
A213;495;49;Dépréciations des comptes du groupe et des associés;AT001;true;0;;;;;;;;;;;;;;;;1;false
A214;496;49;Dépréciations des comptes de débiteurs divers;AT001;true;0;;;;;;;;;;;;;;;;1;false
A215;502;50;Actions propres;AT001;true;0;;;;;;;;;;;;;;;;1;false
A216;503;50;Actions;AT001;true;0;;;;;;;;;;;;;;;;1;false
A217;504;50;Autres titres conférant un droit de propriété;AT001;true;0;;;;;;;;;;;;;;;;1;false
A218;505;50;Obligations et bons émis par la société et rachetés par elle;AT001;true;0;;;;;;;;;;;;;;;;1;false
A219;506;50;Obligations;AT001;true;0;;;;;;;;;;;;;;;;1;false
A220;507;50;Bon du Trésor et bons de caisse à court terme;AT001;true;0;;;;;;;;;;;;;;;;1;false
A221;508;50;Autres valeurs mobilières de placement et autres créances assimilées;AT001;true;0;;;;;;;;;;;;;;;;1;false
A222;509;50;Versement restant à effectuer sur valeurs mobilières de placement non libérées;AT001;true;0;;;;;;;;;;;;;;;;1;false
A223;511;51;Valeurs à l'encaissement;AT001;true;0;;;;;;;;;;;;;;;;1;false
A224;512;51;Banques;AT001;true;0;;;;;;;;;;;;;;;;1;false
A225;517;51;Autres organismes financiers;AT001;true;0;;;;;;;;;;;;;;;;1;false
A226;518;51;Intérêts courus;AT001;true;0;;;;;;;;;;;;;;;;1;false
A227;519;51;Concours bancaires courants;AT001;true;0;;;;;;;;;;;;;;;;1;false
A228;521;52;Instruments financiers à terme;AT001;true;0;;;;;;;;;;;;;;;;1;false
A229;522;52;Jetons détenus;AT001;true;0;;;;;;;;;;;;;;;;1;false
A230;523;52;Jetons auto-détenus;AT001;true;0;;;;;;;;;;;;;;;;1;false
A231;524;52;Jetons empruntés;AT001;true;0;;;;;;;;;;;;;;;;1;false
A232;590;59;Fdépréciations des valeurs mobilières de placement;AT001;true;0;;;;;;;;;;;;;;;;1;false
A233;601;60;Achats stockés - Matières premières et fournitures;AT001;true;0;;;;;;;;;;;;;;;;1;false
A234;602;60;Achats stockés - Autres approvisionnements;AT001;true;0;;;;;;;;;;;;;;;;1;false
A235;603;60;Variation des stocks d'approvisionnements et de marchandises;AT001;true;0;;;;;;;;;;;;;;;;1;false
A236;604;60;Achats d'études et prestations de services;AT001;true;0;;;;;;;;;;;;;;;;1;false
A237;605;60;Achats de matériel, équipements et travaux;AT001;true;0;;;;;;;;;;;;;;;;1;false
A238;606;60;Achats non stockés de matières et fournitures;AT001;true;0;;;;;;;;;;;;;;;;1;false
A239;607;60;Achats de marchandises;AT001;true;0;;;;;;;;;;;;;;;;1;false
A240;608;60;(Compte réservé, le cas échéant, au regroupement des frais accessoires incorporés aux achats);AT001;true;0;;;;;;;;;;;;;;;;1;false
A241;609;60;Rabais, remises et ristournes obtenus sur achats (même ventilation que celle du compte 60);AT001;true;0;;;;;;;;;;;;;;;;1;false
A242;611;61;Sous-traitance générale;AT001;true;0;;;;;;;;;;;;;;;;1;false
A243;612;61;Redevances de crédit-bail;AT001;true;0;;;;;;;;;;;;;;;;1;false
A244;613;61;Locations;AT001;true;0;;;;;;;;;;;;;;;;1;false
A245;614;62;Charges locatives et de copropriété;AT001;true;0;;;;;;;;;;;;;;;;1;false
A246;615;62;Entretien et réparation;AT001;true;0;;;;;;;;;;;;;;;;1;false
A247;616;61;Primes d'assurance;AT001;true;0;;;;;;;;;;;;;;;;1;false
A248;617;61;Etudes et recherches;AT001;true;0;;;;;;;;;;;;;;;;1;false
A249;618;61;Divers;AT001;true;0;;;;;;;;;;;;;;;;1;false
A250;619;61;Rabais, remises et ristournes obtenus sur services extérieurs;AT001;true;0;;;;;;;;;;;;;;;;1;false
A251;621;62;Personnel extérieur à l'entité;AT001;true;0;;;;;;;;;;;;;;;;1;false
A252;622;62;Rémunérations d'intermédiaires et honoraires;AT001;true;0;;;;;;;;;;;;;;;;1;false
A253;623;62;Publicité, publications, relations publiques;AT001;true;0;;;;;;;;;;;;;;;;1;false
A254;624;62;Transports de biens et transports collectifs du personnel;AT001;true;0;;;;;;;;;;;;;;;;1;false
A255;625;62;Déplacements, missions et réceptions;AT001;true;0;;;;;;;;;;;;;;;;1;false
A256;626;62;Frais postaux et de télécommunications;AT001;true;0;;;;;;;;;;;;;;;;1;false
A257;627;62;Services bancaires et assimilés;AT001;true;0;;;;;;;;;;;;;;;;1;false
A258;628;62;Divers;AT001;true;0;;;;;;;;;;;;;;;;1;false
A259;629;62;Rabais, remises et ristournes obtenus sur autres services extérieurs;AT001;true;0;;;;;;;;;;;;;;;;1;false
A260;631;63;Impôts, taxes et versements assimilés sur rémunérations (administrations des impôts);AT001;true;0;;;;;;;;;;;;;;;;1;false
A261;633;63;Impôts, taxes et versements assimilés sur rémunérations (autres organismes);AT001;true;0;;;;;;;;;;;;;;;;1;false
A262;635;63;Autres impôts, taxes et versements assimilés (administration des impôts);AT001;true;0;;;;;;;;;;;;;;;;1;false
A263;637;63;Autres impôts, taxes et versements assimilés (autres organismes);AT001;true;0;;;;;;;;;;;;;;;;1;false
A264;638;63;Rappel d'impôts (autres qu'impôts sur les bénéfices);AT001;true;0;;;;;;;;;;;;;;;;1;false
A265;641;64;Rémunérations du personnel;AT001;true;0;;;;;;;;;;;;;;;;1;false
A266;644;64;Rémunération du travail de l'exploitant;AT001;true;0;;;;;;;;;;;;;;;;1;false
A267;645;64;Cotisations de Sécurité sociale et de prévoyance;AT001;true;0;;;;;;;;;;;;;;;;1;false
A268;646;64;Cotisations sociales personnelles de l'exploitant;AT001;true;0;;;;;;;;;;;;;;;;1;false
A269;647;64;Autres cotisations sociales;AT001;true;0;;;;;;;;;;;;;;;;1;false
A270;648;64;Autres charges de personnel;AT001;true;0;;;;;;;;;;;;;;;;1;false
A271;649;64;Remboursements de charges de personnel;AT001;true;0;;;;;;;;;;;;;;;;1;false
A272;651;65;Redevances pour concessions, brevets, licences, marques, procédés, solutions informatiques, droits et valeurs similaires;AT001;true;0;;;;;;;;;;;;;;;;1;false
A273;653;65;Rémunérations de l'activité des administrateurs et des gérants;AT001;true;0;;;;;;;;;;;;;;;;1;false
A274;654;65;Pertes sur créances irrécouvrables;AT001;true;0;;;;;;;;;;;;;;;;1;false
